Age,Sex,Job,Housing,Duration,Purpose,Risk,installment,Other_credit,DTI,month.inc,emp.length,Checking.account,Saving.accounts,credit.amount
40,male,4,own,24,vacation/others,bad,56.58333333,0,0.348913085,162.1702817,3,little,NA,1358
32,female,2,own,6,car,bad,155.1666667,1,0.539766845,287.4697992,3,moderate,moderate,931
23,female,3,rent,24,car,bad,60.08333333,1,0.380828802,157.7699296,5,little,little,1442
36,male,2,own,24,business,bad,176.7083333,1,0.601889769,293.5891958,1,moderate,little,4241
31,male,3,own,18,car,bad,154.1666667,1,0.858518717,179.5728662,7,NA,little,2775
32,male,3,free,24,business,good,160.9583333,1,0.577969374,278.4893812,6,NA,little,3863
45,female,3,own,7,radio/TV,good,332.7142857,0,0.058437399,5693.516327,7,moderate,little,2329
30,female,3,own,9,furniture/equipment,bad,102,1,0.695355334,146.6875927,11,moderate,little,918
34,female,2,free,24,education,bad,76.54166667,1,0.571215843,133.9978006,1,moderate,little,1837
28,female,4,own,36,furniture/equipment,bad,93.02777778,1,0.720787067,129.0641607,2,NA,little,3349
23,female,3,own,10,furniture/equipment,good,127.5,1,0.208909482,610.3121732,9,rich,little,1275
22,male,3,own,24,furniture/equipment,good,117.8333333,1,0.156007591,755.3051249,6,little,quite rich,2828
74,male,4,own,24,business,good,188.5833333,0,0.05785192,3259.759286,3,NA,little,4526
50,female,3,free,36,radio/TV,bad,74.19444444,1,0.695682472,106.649869,4,moderate,moderate,2671
33,male,3,own,18,radio/TV,good,113.9444444,0,0.056839648,2004.664842,6,NA,little,2051
45,male,3,free,15,car,good,86.66666667,0,0.483178678,179.3677385,7,NA,NA,1300
22,female,3,own,12,domestic appliances,bad,61.75,1,0.617661455,99.97386026,11,little,moderate,741
48,female,2,free,10,car,bad,124,1,0.81334559,152.456719,2,rich,moderate,1240
29,female,3,own,21,radio/TV,good,159.8571429,1,0.167159386,956.3156874,5,little,rich,3357
22,female,3,rent,24,car,good,151.3333333,0,0.176034759,859.6787042,5,little,little,3632
22,female,3,own,18,furniture/equipment,bad,100.4444444,0,0.550506421,182.4582615,5,NA,little,1808
48,male,4,own,48,business,good,254.25,0,0.052427002,4849.600205,1,moderate,NA,12204
27,male,4,free,60,radio/TV,good,152.6166667,1,0.549577625,277.6981082,1,moderate,NA,9157
37,male,3,rent,6,car,good,612.6666667,0,-0.035612556,-17203.66992,7,little,little,3676
21,female,3,rent,30,furniture/equipment,bad,114.7,1,0.889193372,128.9933142,8,moderate,moderate,3441
49,male,2,own,12,car,good,53.33333333,1,0.290159051,183.8072364,3,NA,little,640
27,male,3,own,21,business,good,173.9047619,1,0.168110159,1034.469084,7,moderate,little,3652
32,male,3,own,18,car,bad,85,0,0.492404383,172.6223466,6,NA,little,1530
38,male,3,own,48,business,bad,81.54166667,1,0.752693602,108.3331471,9,NA,NA,3914
22,female,3,rent,12,furniture/equipment,good,154.8333333,0,0.116713296,1326.612631,6,little,little,1858
65,male,3,free,18,radio/TV,bad,144.4444444,0,0.478855712,301.6450278,8,little,little,2600
35,male,3,own,15,radio/TV,good,131.9333333,0,0.046881999,2814.157566,10,NA,NA,1979
41,male,3,own,6,furniture/equipment,good,352.6666667,0,0.031817612,11084.00796,4,rich,little,2116
29,male,3,own,9,car,bad,159.6666667,0,0.452932067,352.5179121,8,moderate,moderate,1437
36,male,3,own,42,furniture/equipment,good,96.23809524,1,0.070578322,1363.564507,7,NA,quite rich,4042
64,male,2,own,9,education,good,425.7777778,0,0.057348314,7424.41668,2,NA,NA,3832
28,female,3,own,24,radio/TV,good,152.5,0,0.035687971,4273.148482,8,little,little,3660
44,male,3,own,18,furniture/equipment,bad,86.27777778,1,0.72053381,119.7414703,6,little,little,1553
23,male,3,own,15,radio/TV,good,96.26666667,1,0.287388214,334.9708235,7,moderate,NA,1444
19,female,3,rent,9,furniture/equipment,bad,220,1,0.598917428,367.3294344,5,NA,little,1980
25,female,2,own,24,car,bad,56.45833333,0,0.474952502,118.8715357,2,moderate,little,1355
47,male,3,own,12,education,good,116.0833333,1,0.092168674,1259.466246,6,NA,little,1393
28,female,3,own,24,radio/TV,good,57.33333333,0,0.059413331,964.9910686,9,NA,quite rich,1376
21,male,3,own,60,radio/TV,good,260.8833333,1,0.243091371,1073.190432,11,NA,little,15653
NA,female,3,own,12,radio/TV,good,124.4166667,1,0.100511505,1237.835073,8,NA,little,1493
26,male,3,own,42,radio/TV,bad,104.047619,1,0.61793066,168.3807357,7,little,little,4370
27,female,1,own,18,education,bad,41.66666667,1,0.702443834,59.31672349,0,little,little,750
38,male,2,own,15,repairs,good,87.2,0,0.036736701,2373.648065,1,moderate,little,1308
40,male,4,own,15,education,bad,308.2,1,0.568021739,542.584867,2,NA,moderate,4623
33,male,3,own,24,radio/TV,good,77.125,1,0.146745406,525.5701149,6,NA,little,1851
32,male,4,own,18,radio/TV,good,104.4444444,0,0.041883399,2493.695505,4,little,little,1880
27,male,3,rent,36,business,bad,221.6666667,1,0.614359772,360.8092146,8,NA,NA,7980
32,male,3,own,30,furniture/equipment,good,152.7666667,1,0.304218605,502.1608275,6,little,little,4583
26,female,3,own,12,car,bad,115.5,1,0.325371434,354.9789191,8,NA,quite rich,1386
38,male,3,free,24,car,bad,39.45833333,1,0.396769392,99.44903534,10,rich,little,947
40,male,2,rent,12,education,bad,57,0,0.450793665,126.4436579,2,little,little,684
50,male,4,free,48,education,good,155.75,1,0.319248995,487.863712,1,little,little,7476
37,male,2,own,12,furniture/equipment,bad,160.1666667,0,0.616660566,259.7322993,1,moderate,little,1922
45,male,3,own,24,car,bad,95.95833333,1,0.67797061,141.5376005,8,little,little,2303
42,male,4,own,36,car,bad,224.6111111,0,0.778168424,288.6407416,5,moderate,moderate,8086
35,male,3,own,24,car,good,97.75,1,0.176700339,553.1964491,6,NA,little,2346
22,male,3,free,14,car,good,283.7857143,0,0.282520036,1004.47996,6,little,little,3973
41,male,2,own,12,car,bad,74,1,0.632146242,117.06152,3,moderate,little,888
37,male,3,own,48,radio/TV,good,212.9583333,1,0.202655221,1050.840597,5,NA,NA,10222
28,female,3,own,30,business,good,140.7,0,0.039239216,3585.698555,9,moderate,little,4221
41,male,3,own,18,furniture/equipment,good,353.3888889,0,0.030276408,11672.08757,9,moderate,little,6361
23,male,3,rent,12,radio/TV,good,108.0833333,1,0.259009419,417.2949916,4,rich,little,1297
23,male,3,own,12,car,bad,75,1,0.624758773,120.0463334,6,little,NA,900
50,male,3,own,21,furniture/equipment,good,106.7142857,1,0.145508157,733.3904024,4,NA,little,2241
35,male,4,own,6,furniture/equipment,good,175,0,0.052944281,3305.361725,3,moderate,little,1050
50,female,2,own,6,education,good,174.5,0,0.045628501,3824.364085,1,rich,little,1047
27,male,4,own,24,vacation/others,good,263.0833333,1,0.22486694,1169.95114,5,NA,little,6314
34,male,3,own,30,furniture/equipment,good,116.5333333,0,0.03317226,3512.975442,7,moderate,rich,3496
27,female,3,own,48,business,good,75.1875,1,0.107559531,699.0314961,8,NA,little,3609
43,male,3,rent,12,car,bad,403.5833333,1,0.731641302,551.6136556,8,little,little,4843
47,male,3,own,30,radio/TV,good,100.5666667,0,0.062349217,1612.957971,5,rich,little,3017
27,male,2,own,24,business,good,172.4583333,0,0.025617781,6731.977858,1,NA,moderate,4139
31,male,3,own,36,business,good,159.5,1,0.103400439,1542.546639,4,NA,moderate,5742
42,male,4,own,60,car,good,172.7666667,0,0.060135098,2872.97558,4,NA,little,10366
24,male,3,own,6,car,good,346.6666667,1,0.205136266,1689.933588,7,NA,quite rich,2080
41,male,2,own,21,business,bad,122.8571429,1,0.560565117,219.1665857,3,NA,quite rich,2580
26,female,4,rent,30,radio/TV,good,151,0,-0.043406108,-3478.77304,3,NA,little,4530
33,male,3,own,24,furniture/equipment,good,214.5833333,0,0.070328227,3051.169396,9,NA,little,5150
24,male,3,own,72,radio/TV,bad,77.70833333,1,0.375057251,207.1905905,7,moderate,moderate,5595
64,male,2,rent,24,radio/TV,good,99.33333333,0,0.195141476,509.0323978,1,little,little,2384
26,female,3,own,18,radio/TV,good,80.72222222,1,0.192381365,419.59481,5,NA,little,1453
56,female,3,own,6,education,good,256.3333333,0,0.068379387,3748.693069,7,NA,little,1538
37,male,3,free,12,radio/TV,good,NA,1,0.5559337,341.6174745,5,NA,NA,2279
33,male,3,own,15,radio/TV,good,98.53333333,1,0.160557331,613.695637,6,NA,little,1478
47,male,3,free,24,radio/TV,good,212.625,0,0.733163254,290.0104429,4,NA,little,5103
31,male,2,own,36,business,good,273.8055556,1,0.312940958,874.9431764,2,moderate,moderate,9857
NA,male,3,free,60,car,good,108.7833333,1,0.758038447,143.5063534,9,NA,NA,6527
27,male,3,own,10,radio/TV,good,134.7,1,0.086952738,1549.117407,8,rich,NA,1347
30,male,3,free,36,car,good,79.5,0,0.729584878,108.9660742,8,moderate,moderate,2862
35,male,3,own,9,radio/TV,good,305.8888889,0,0.059260483,5161.768423,6,NA,moderate,2753
31,male,3,own,12,car,good,304.25,1,0.233875556,1300.90551,7,little,rich,3651
25,male,3,own,15,furniture/equipment,good,65,1,0.102989067,631.1349524,6,little,little,975
25,female,2,own,15,repairs,good,175.4,0,0.036676637,4782.335974,3,moderate,moderate,2631
29,male,3,own,24,radio/TV,good,120.6666667,0,0.038111973,3166.109121,6,moderate,moderate,2896
44,male,2,own,6,car,good,786,0,0.054790325,14345.59841,1,little,NA,4716
28,male,3,own,24,radio/TV,good,95.16666667,0,0.061812093,1539.61242,9,NA,little,2284
50,male,3,rent,6,car,good,206,0,0.203268505,1013.437865,5,NA,quite rich,1236
29,male,3,own,12,radio/TV,good,91.91666667,0,0.037801883,2431.536719,8,moderate,little,1103
38,female,1,own,12,car,good,77.16666667,1,0.078594099,981.8379232,2,NA,little,926
24,male,3,own,18,radio/TV,good,100,1,0.200880134,497.809305,8,NA,little,1800
40,male,4,rent,15,education,good,127,0,0.354878074,357.8693905,2,rich,little,1905
29,female,2,rent,12,furniture/equipment,bad,93.58333333,1,0.659839022,141.8275219,1,NA,quite rich,1123
46,male,3,free,48,car,bad,131.8958333,1,0.587304225,224.5783834,8,little,little,6331
47,female,3,free,24,radio/TV,good,57.375,1,0.662559237,86.59603062,5,rich,moderate,1377
41,male,3,own,30,business,good,83.43333333,0,0.045174104,1846.928337,7,moderate,moderate,2503
32,female,3,own,27,business,good,93.62962963,0,0.060392385,1550.354901,5,moderate,little,2528
35,female,3,free,15,car,good,354.9333333,1,0.608537098,583.2566898,8,NA,quite rich,5324
24,male,3,own,48,car,bad,136.6666667,1,0.468368293,291.7931649,8,moderate,moderate,6560
25,female,3,rent,12,furniture/equipment,bad,247.4166667,1,0.595946913,415.1656148,8,moderate,little,2969
25,female,3,own,9,radio/TV,good,134,0,0.047320781,2831.736891,4,moderate,little,1206
37,male,2,own,9,radio/TV,good,235.3333333,1,0.145854495,1613.480157,3,moderate,little,2118
32,male,4,own,18,radio/TV,good,34.94444444,0,0.039186215,891.7535106,2,NA,quite rich,629
35,female,3,free,6,education,bad,199.6666667,1,0.495886457,402.6459359,8,little,little,1198
46,male,4,own,21,car,good,117.9047619,0,0.038631771,3052.015428,3,NA,NA,2476
25,male,2,own,9,radio/TV,good,126.4444444,0,0.047353971,2670.197284,2,little,little,1138
27,male,4,own,60,car,bad,233.7833333,1,0.632532609,369.5988635,1,moderate,little,14027
63,male,3,own,30,car,good,253.2,1,0.075302521,3362.437209,6,NA,NA,7596
40,male,3,own,30,radio/TV,good,102.5666667,0,0.051543451,1989.906841,7,NA,NA,3077
32,male,4,free,18,radio/TV,good,83.61111111,0,0.615877507,135.7593194,0,NA,little,1505
31,male,3,own,24,radio/TV,good,131.1666667,0,0.019489471,6730.129762,7,rich,NA,3148
31,male,3,own,20,car,good,307.4,1,0.141456072,2173.112796,6,moderate,moderate,6148
34,male,4,own,9,radio/TV,bad,148.5555556,0,0.454128763,327.1221018,3,rich,little,1337
24,female,3,rent,6,education,bad,72.16666667,1,0.494023154,146.0795229,3,moderate,rich,433
24,female,2,own,12,car,bad,102.3333333,1,0.687838068,148.7753268,2,little,little,1228
66,female,2,own,9,radio/TV,good,87.77777778,1,0.124996694,702.2407965,3,moderate,quite rich,790
21,female,3,rent,27,car,bad,95.18518519,0,0.439533328,216.5596537,7,NA,little,2570
41,female,2,own,6,car,good,41.66666667,0,0.034830458,1196.270988,2,NA,rich,250
47,male,2,own,15,radio/TV,good,87.73333333,1,0.225040207,389.8562603,2,NA,quite rich,1316
25,female,3,rent,18,radio/TV,bad,104.5555556,1,0.573815006,182.2112605,7,little,little,1882
59,female,3,rent,48,business,bad,133.6666667,1,0.590946766,226.1907069,5,moderate,little,6416
36,male,3,own,24,business,good,53.125,0,0.029013403,1831.050266,8,rich,rich,1275
33,male,3,own,24,radio/TV,good,266.7916667,1,0.172885923,1543.165933,7,moderate,little,6403
21,male,2,rent,24,radio/TV,bad,82.79166667,1,0.626480339,132.153655,1,little,little,1987
44,female,2,own,8,radio/TV,good,95,1,0.089405678,1062.572338,2,moderate,little,760
28,female,3,rent,24,car,good,108.4583333,1,0.311378384,348.3168354,10,NA,rich,2603
37,female,3,own,4,car,good,845,0,0.055847625,15130.45542,8,NA,little,3380
29,female,1,own,36,domestic appliances,good,110.8333333,1,0.219629781,504.6370895,1,moderate,NA,3990
23,female,4,rent,24,car,bad,481.6666667,1,0.413922475,1163.663961,2,moderate,little,11560
35,male,2,own,18,car,good,243.3333333,0,0.048566102,5010.353349,2,little,moderate,4380
45,male,4,own,6,car,good,1126.833333,0,0.035819402,31458.74208,3,NA,little,6761
26,female,2,rent,30,business,bad,142.6666667,1,0.493025929,289.3695,3,moderate,moderate,4280
32,male,3,own,24,car,good,96.875,1,0.255387746,379.32517,5,little,moderate,2325
23,male,2,own,10,radio/TV,good,104.8,0,0.042673125,2455.878269,1,moderate,little,1048
41,male,3,own,21,radio/TV,good,150.4761905,1,0.05898377,2551.145701,9,NA,NA,3160
22,male,3,own,24,furniture/equipment,good,103.4583333,0,0.01843933,5610.742615,7,little,quite rich,2483
30,male,4,own,39,furniture/equipment,good,363.5641026,1,0.227140837,1600.610915,5,little,NA,14179
28,male,2,own,13,business,good,138.2307692,1,0.243555603,567.5532291,1,little,little,1797
23,female,3,rent,15,car,good,167.4,0,0.12201543,1371.957627,12,little,little,2511
37,female,2,own,12,car,bad,106.1666667,1,0.654159373,162.2948031,1,little,little,1274
26,male,3,own,21,car,good,249.9047619,0,0.07316489,3415.637769,6,NA,NA,5248
33,male,3,own,15,car,good,201.9333333,0,0.057188144,3531.034904,5,NA,little,3029
49,female,3,own,6,furniture/equipment,good,71.33333333,0,0.037916465,1881.328669,8,little,little,428
23,female,2,own,18,car,bad,54.22222222,1,0.659530318,82.21338838,2,little,little,976
23,female,2,rent,12,business,good,70.08333333,1,0.306222791,228.8638713,2,moderate,moderate,841
25,female,3,own,30,radio/TV,good,192.3666667,0,0.050418712,3815.382427,5,NA,little,5771
55,male,3,free,12,repairs,bad,129.5833333,1,0.8506196,152.3399335,8,NA,rich,1555
32,female,3,rent,24,car,bad,53.54166667,1,0.618708372,86.53780852,5,little,NA,1285
74,male,1,own,6,car,good,216.5,0,0.031926733,6781.151163,1,rich,little,1299
39,male,3,free,15,radio/TV,bad,84.73333333,1,0.699945415,121.0570589,5,rich,NA,1271
31,male,3,own,24,car,good,58.04166667,1,0.2489085,233.1847516,5,NA,little,1393
35,male,3,own,12,car,bad,57.58333333,0,0.259719023,221.7139611,6,little,little,691
59,female,3,own,15,car,good,336.3333333,0,0.032874106,10230.94992,10,NA,NA,5045
24,female,3,rent,18,furniture/equipment,bad,118,0,0.283394616,416.3805281,8,little,little,2124
24,male,2,own,12,radio/TV,good,184.5,1,0.11922703,1547.467886,4,little,little,2214
30,male,4,free,21,car,bad,603.8095238,0,0.318414925,1896.297809,4,NA,NA,12680
27,male,3,own,24,car,good,102.625,0,0.060509125,1696.025199,8,NA,moderate,2463
40,male,2,own,12,radio/TV,good,96.25,0,0.058080005,1657.196823,0,moderate,little,1155
31,male,2,own,30,furniture/equipment,bad,103.6,1,0.522004987,198.4655368,1,little,little,3108
31,female,3,rent,10,car,good,290.1,0,0.190836985,1520.145586,8,NA,NA,2901
28,male,3,rent,12,furniture/equipment,good,301.4166667,0,0.029100185,10357.89506,7,moderate,little,3617
63,male,2,own,12,radio/TV,good,137.9166667,0,0.040476908,3407.292575,2,NA,little,1655
26,female,3,rent,24,car,good,117.1666667,0,0.150874485,776.5837055,7,little,NA,2812
25,female,4,own,36,education,bad,224.0277778,1,0.469316359,477.3491767,5,little,little,8065
36,male,4,own,21,car,good,155.952381,1,0.202599717,769.7561641,1,NA,little,3275
52,male,3,own,24,radio/TV,good,92.625,0,0.021124724,4384.67274,4,NA,moderate,2223
66,male,1,free,12,car,good,123.3333333,0,0.38775273,318.0721209,0,rich,quite rich,1480
25,female,3,rent,24,car,bad,57.125,1,0.683272871,83.60495846,3,little,NA,1371
37,male,3,own,36,car,good,98.19444444,1,0.132610342,740.4735026,4,NA,little,3535
25,female,3,own,18,radio/TV,good,194.9444444,1,0.154497057,1261.800375,5,little,little,3509
38,male,4,own,36,car,good,158.6388889,1,0.153304743,1034.794397,3,NA,rich,5711
67,female,3,own,18,repairs,good,215.1111111,0,0.043487026,4946.558375,5,moderate,little,3872
25,male,3,own,39,radio/TV,bad,126.4871795,1,0.426601357,296.4997119,4,moderate,little,4933
60,male,3,own,24,car,good,80.83333333,0,0.046358948,1743.640358,4,NA,rich,1940
NA,male,2,own,12,education,good,117.5,0,0.038986792,3013.841199,1,moderate,little,1410
23,female,2,own,12,car,bad,69.66666667,1,0.566545555,122.9674579,3,moderate,moderate,836
60,male,4,own,20,car,good,NA,0,0.043844992,7375.984905,5,moderate,NA,6468
NA,male,2,own,18,business,good,107.8333333,0,0.014321693,7529.370751,1,moderate,rich,1941
40,male,3,own,22,radio/TV,good,121.5909091,1,0.225623355,538.9110052,6,NA,quite rich,2675
38,male,3,own,48,car,good,57.3125,0,0.079604052,719.9696345,8,NA,NA,2751
50,male,3,free,48,education,bad,129.6666667,0,0.501929788,258.3362648,8,moderate,little,6224
27,male,3,own,40,education,bad,149.95,0,0.668234249,224.3973581,9,little,little,5998
39,female,3,own,21,business,bad,56.57142857,1,0.605495668,93.42994766,8,moderate,little,1188
41,male,4,own,24,car,good,263.0416667,1,0.215421331,1221.056736,2,NA,NA,6313
27,male,3,own,6,furniture/equipment,good,203.5,0,0.056161775,3623.461003,7,NA,NA,1221
51,male,3,free,24,furniture/equipment,good,120.5,1,0.757103351,159.159248,6,rich,little,2892
32,male,3,rent,24,furniture/equipment,good,127.5833333,1,0.358752486,355.6305205,7,NA,quite rich,3062
22,female,3,rent,9,furniture/equipment,good,255.6666667,1,0.294058535,869.4414084,5,NA,moderate,2301
51,male,3,free,18,car,bad,417.2777778,1,0.712633514,585.5432976,7,little,NA,7511
22,female,2,rent,12,furniture/equipment,good,104.8333333,0,0.288591941,363.2580076,3,NA,little,1258
54,male,3,own,24,car,good,29.875,1,0.109414423,273.0444408,7,NA,NA,717
35,male,1,own,9,car,good,172.1111111,1,0.097283882,1769.163683,2,moderate,NA,1549
54,male,3,free,24,education,good,66.54166667,0,0.381955441,174.2131658,6,NA,little,1597
48,female,2,rent,18,radio/TV,good,99.72222222,0,0.097694982,1020.750711,2,moderate,little,1795
24,female,3,own,20,furniture/equipment,good,213.6,0,0.029426319,7258.808022,7,little,little,4272
35,male,3,own,12,radio/TV,good,81.33333333,0,0.02552997,3185.798241,7,NA,NA,976
24,female,1,rent,12,car,good,622.6666667,0,0.201147094,3095.578741,1,moderate,NA,7472
24,male,3,own,36,car,bad,257.5277778,1,0.880126044,292.603292,9,little,little,9271
26,male,2,own,6,radio/TV,good,98.33333333,0,0.044858012,2192.101904,2,moderate,little,590
65,male,3,own,12,radio/TV,good,77.5,1,0.154992899,500.022908,5,NA,NA,930
55,male,4,free,42,car,good,221.0238095,0,0.700188449,315.6633186,4,moderate,little,9283
26,female,1,rent,15,car,bad,118.5333333,0,0.277980926,426.4081528,1,moderate,little,1778
26,male,3,own,8,business,good,113.375,0,0.047091866,2407.528299,10,moderate,little,907
28,male,2,own,6,radio/TV,good,80.66666667,1,0.181866732,443.5482267,4,moderate,little,484
24,male,3,own,36,car,bad,267.4722222,1,0.635391224,420.9567462,9,little,little,9629
54,male,3,own,48,domestic appliances,bad,63.5625,1,0.525178739,121.0302231,5,little,little,3051
46,male,3,free,48,car,bad,81.89583333,1,0.561259426,145.9144018,7,little,little,3931
54,female,3,rent,36,car,good,206.4444444,1,0.102758962,2009.016448,4,moderate,little,7432
62,male,3,own,6,domestic appliances,good,223,0,0.027542489,8096.581186,6,NA,quite rich,1338
24,female,3,rent,6,radio/TV,good,259,0,0.025167542,10291.03263,9,NA,little,1554
43,male,4,own,36,vacation/others,good,440.4722222,1,0.077042732,5717.245621,4,little,little,15857
26,male,3,own,18,radio/TV,bad,74.72222222,0,0.504080007,148.234846,7,little,little,1345
27,male,3,own,12,car,good,91.75,0,0.01753261,5233.105721,6,NA,little,1101
24,male,3,own,12,radio/TV,good,251.3333333,1,0.162844546,1543.39423,6,rich,little,3016
41,male,3,own,36,furniture/equipment,bad,75.33333333,1,0.719612423,104.6859823,8,little,little,2712
47,male,2,own,8,car,good,91.375,0,0.016842554,5425.245945,3,little,little,731
35,male,4,own,18,furniture/equipment,good,210,0,0.032735293,6415.094653,3,NA,little,3780
30,male,3,own,21,car,good,76.28571429,0,0.020069283,3801.117997,6,little,little,1602
33,female,3,rent,18,car,bad,220.3333333,1,0.666717836,330.4746345,8,little,little,3966
36,male,3,own,18,business,bad,231.3888889,1,0.61427632,376.6853474,6,NA,little,4165
47,male,3,free,36,car,bad,231.5277778,1,0.538815384,429.6977867,6,little,NA,8335
38,male,3,free,48,business,good,139.1875,0,0.373642062,372.5156081,10,moderate,NA,6681
44,male,3,own,24,business,good,98.95833333,0,0.033077948,2991.670843,5,NA,quite rich,2375
23,female,3,rent,18,car,bad,67.55555556,1,0.587037864,115.0787023,6,little,little,1216
29,male,3,rent,45,business,bad,262.5777778,1,0.596570541,440.1453976,6,little,little,11816
42,female,3,own,24,radio/TV,good,211.8333333,0,0.029248016,7242.656488,9,moderate,NA,5084
25,female,2,own,15,radio/TV,bad,155.1333333,1,0.373775851,415.0437564,1,rich,little,2327
48,male,3,own,12,car,bad,90.16666667,1,0.504806062,178.61645,6,little,little,1082
21,female,3,own,12,radio/TV,good,73.83333333,0,0.067992312,1085.907082,5,NA,NA,886
23,female,2,rent,4,furniture/equipment,good,150.25,0,0.11317923,1327.540397,1,NA,little,601
63,male,3,own,24,car,good,123.2083333,0,0.036524144,3373.339393,6,little,little,2957
46,male,3,own,24,radio/TV,good,108.7916667,0,0.043302039,2512.391289,10,NA,little,2611
29,male,3,own,36,furniture/equipment,bad,143.8611111,0,0.497931725,288.9173434,8,little,little,5179
28,male,2,own,21,car,good,142.5238095,0,0.041987683,3394.419503,3,NA,little,2993
23,female,3,own,18,repairs,bad,107.9444444,1,0.442533077,243.9240142,5,NA,little,1943
50,male,3,own,24,business,good,64.95833333,0,0.051569276,1259.632441,6,NA,little,1559
47,male,3,own,18,furniture/equipment,good,190.1111111,1,0.140453041,1353.556392,7,NA,little,3422
35,male,3,own,21,furniture/equipment,good,189.3333333,0,0.042761363,4427.673064,5,moderate,NA,3976
68,male,3,rent,18,car,bad,375.6111111,1,0.621831635,604.0398876,3,NA,NA,6761
28,male,3,own,24,car,good,52.04166667,0,0.034613921,1503.4895,7,NA,little,1249
59,male,3,own,9,radio/TV,good,151.5555556,0,0.04757656,3185.508902,6,little,little,1364
57,male,2,own,12,radio/TV,bad,59.08333333,1,0.786197895,75.15071421,1,little,little,709
33,male,3,rent,20,car,bad,111.75,1,0.500432673,223.3067625,6,little,little,2235
43,male,3,own,24,car,good,168.4166667,1,0.275220455,611.9336821,7,NA,NA,4042
35,male,3,free,15,radio/TV,good,98.06666667,0,0.545177691,179.8801901,7,NA,little,1471
32,male,2,free,18,car,bad,80.11111111,1,0.764359796,104.8081173,3,little,little,1442
45,male,3,own,36,car,good,302.0833333,0,0.037556725,8043.38867,8,NA,little,10875
33,male,3,own,24,car,good,61.41666667,0,0.028280092,2171.727984,8,NA,moderate,1474
40,female,3,own,10,education,good,89.4,0,0.059529729,1501.770663,6,NA,NA,894
28,male,3,free,15,furniture/equipment,good,222.8666667,0,0.270061592,825.2438445,5,NA,little,3343
29,female,3,own,15,car,bad,263.9333333,0,0.429747273,614.1594134,7,little,little,3959
26,male,3,rent,9,car,good,397.4444444,1,0.364196176,1091.292194,7,NA,moderate,3577
27,male,3,own,24,car,good,241.8333333,0,0.064073017,3774.339711,4,NA,rich,5804
28,male,3,own,18,business,bad,120.5,1,0.728468554,165.4155136,8,NA,little,2169
35,female,3,own,24,radio/TV,bad,101.625,1,0.606614929,167.5280233,9,little,little,2439
32,male,2,own,27,furniture/equipment,good,167.6296296,0,0.055909153,2998.250228,3,NA,rich,4526
25,male,2,rent,10,furniture/equipment,bad,221,0,0.495072936,446.3988713,2,NA,little,2210
20,female,3,rent,15,furniture/equipment,good,148.0666667,0,0.034429248,4300.607094,8,NA,quite rich,2221
27,female,3,own,18,radio/TV,good,132.7222222,0,0.05670879,2340.41709,3,little,little,2389
42,male,3,own,12,furniture/equipment,good,277.5833333,0,0.06923129,4009.506876,4,NA,little,3331
NA,male,3,own,36,business,good,205.8055556,0,0.062437949,3296.161348,4,NA,NA,7409
24,female,3,rent,12,furniture/equipment,good,54.33333333,0,0.128999054,421.1917202,6,little,little,652
40,female,3,own,36,furniture/equipment,good,213.2777778,0,0.027747326,7686.426481,3,NA,quite rich,7678
46,male,3,own,6,car,good,223.8333333,0,0.037878588,5909.231178,6,rich,little,1343
26,male,3,own,24,business,good,57.58333333,0,0.060726556,948.2397324,8,little,moderate,1382
24,female,3,own,15,domestic appliances,good,58.26666667,0,0.018216223,3198.613985,7,NA,NA,874
29,male,2,own,12,furniture/equipment,good,299.1666667,0,0.063921823,4680.19608,1,little,little,3590
40,female,3,own,11,car,good,120.1818182,1,0.138542887,867.4701433,5,moderate,rich,1322
36,male,4,free,18,radio/TV,good,107.7777778,0,0.41339514,260.7137033,4,little,little,1940
28,male,3,own,36,radio/TV,good,99.86111111,1,0.136958375,729.1347543,6,NA,little,3595
27,male,4,free,9,car,bad,158,1,0.395328222,399.6678992,3,little,little,1422
36,male,3,own,30,radio/TV,good,224.7333333,1,0.280834008,800.2354672,7,NA,NA,6742
38,male,4,own,24,car,good,325.5833333,0,0.058889521,5528.714283,3,NA,little,7814
48,male,3,free,24,car,good,386.5416667,1,0.766619014,504.2161223,7,NA,NA,9277
36,male,3,own,30,car,good,72.7,0,0.046996475,1546.924523,6,moderate,NA,2181
65,female,1,own,18,radio/TV,good,61,0,0.068041304,896.5142739,2,NA,little,1098
43,male,3,own,24,furniture/equipment,bad,169.0416667,1,0.80365498,210.3410927,8,moderate,little,4057
53,female,3,own,12,education,bad,66.25,0,0.346069386,191.4355984,8,little,little,795
34,male,3,own,24,business,good,117.7083333,0,0.055207872,2132.093274,9,moderate,NA,2825
23,male,3,own,48,business,bad,326.5,1,0.467029593,699.0991688,6,moderate,little,15672
34,male,4,own,36,car,good,183.7222222,0,0.037132474,4947.750615,4,NA,little,6614
40,male,3,rent,28,car,good,279.4285714,0,-0.053496871,-5223.269456,6,NA,NA,7824
43,male,4,own,27,business,good,90.44444444,0,0.017971817,5032.570873,4,little,little,2442
46,male,3,own,15,radio/TV,good,NA,0,0.058998972,2066.702664,9,NA,little,1829
38,male,2,own,12,car,good,180.9166667,1,0.138644868,1304.892631,1,little,little,2171
34,male,3,own,36,car,good,161.1111111,1,0.137395117,1172.611627,6,moderate,little,5800
